Term,ICD_clean
431855005: Chronic kidney disease stage 1,N18.1
431856006: Chronic kidney disease stage 2,N18.2
433144002: Chronic kidney disease stage 3,N18.3
431857002: Chronic kidney disease stage 4,N18.4
433146000: Chronic kidney disease stage 5,N18.5
236435004: End stage renal failure on dialysis,N18.6
429075005: Dependence on dialysis due to end stage renal disease,N18.6
4544: Chronic renal failure requiring dialysis,N18.6
46177005: End stage renal disease,N18.6
46177005: End-stage renal disease,N18.6
236425005: Chronic renal impairment,N18.9
4543: Chronic renal failure,N18.9
709044004: Chronic kidney disease,N18.9
723190009: Chronic renal insufficiency,N18.9
765330003: Autosomal dominant polycystic kidney disease,N18.9
90688005: Chronic renal failure,N18.9
"4506: Chronic kidney disease, (unspecified)",N18.9
4551: Renal failure,N19
"8035: Renal dysfunction, not requiring dialysis",N19
31054009: Ureteric stone,N20
71938000: Hypercalciuria,N20
95566004: Urolithiasis,N20
95570007: Kidney stone,N20
236710009: Calculus in renal pelvis,N20.1
371438008: Urolith,N20.1
429025008: History of calculus of kidney,N20.9
70650003: Urinary bladder stone,N21.0
7093002: Renal colic,N23
236447005: Medullary nephrocalcinosis,N25.1
1776003: Renal tubular acidosis,N25.81
24790002: Proximal renal tubular acidosis,N25.89
48638002: Nephrocalcinosis,N25.89
55004003: Syndrome of inappropriate vasopressin secretion,N25.89
236423003: Renal impairment,N26
4513: Polycystic kidneys,N26
77945009: Simple renal cyst,N28
7185004: Unilateral small kidney,N28.0
204949001: Renal dysplasia,N28.1
4508: Polycystic dysplastic kidney disease,N28.1
197764002: Non-obstructive reflux-associated chronic pyelonephritis,N28.1
253883006: Multiple renal cysts,N28.89
118238000: Urogenital finding,N28.9
129128006: Infectious disorder of kidney,N28.9
236439005: Cystic disease of kidney,N28.9
431737008: Acute lower urinary tract infection,N30.0
68226007: Acute cystitis,N30.0
431309003: Acute urinary tract infection,N30.00
300455006: Large bladder,N30.00
15803009: Bladder pain,N30.1
473116008: History of recurrent urinary tract infection,N30.8
4009004: Lower urinary tract infectious disease,N30.9
312124009: Bacterial urinary infection,N30.90
236656006: Detrusor and bladder neck dyssynergia,N31.03
398064005: Neurogenic bladder,N31.9
4535: Neurogenic bladder,N31.9
397732007: Neurogenic dysfunction of the urinary bladder,N31.9
197866008: Diverticulum of bladder,N32.0
236655005: Detrusor and sphincter dyssynergia,N32.0
236669005: Extravasation of urine from bladder,N32.1
236633002: Bladder muscle dysfunction - overactive,N32.81
262909002: Perforation of bladder,N32.89
89656008: Urethral meatitis,N34.1
163391006: O/E - penile discharge,N34.1
249302009: Urethral meatus finding,N34.2
197919005: Stenosis of urinary meatus,N35.0
70795003: Urethral cyst,N35.0
76618002: Urethral stricture,N35.0
197927001: Recurrent urinary tract infection,N39.0
371093006: Urosepsis,N39.0
4555: Urinary tract infection,N39.0
68566005: Urinary tract infectious disease,N39.0
721104000: Sepsis due to urinary tract infection,N39.0
225956009: At risk of urinary tract infection,N39.0
301011002: Escherichia coli urinary tract infection,N39.0
301012009: Proteus urinary tract infection,N39.0
99631000119101: Febrile urinary tract infection,N39.0
22220005: Genuine stress incontinence,N39.3
236664000: Post-micturition incontinence,N39.3
165232002: Urinary incontinence,N39.3
139394000: Nocturia,N39.3
249288007: Incomplete emptying of bladder,N39.41
87557004: Urge incontinence of urine,N39.41
78459008: Double incontinence,N39.46
9713002: Prostatitis,N41.9
236775006: Acquired hydrocele,N43
26614003: Hydrocele of testis,N43.0
49263001: Spermatocele,N43.1
55434001: Hydrocele,N43.3
32561000119105: Adult hydrocele,N43.4
31070006: Epididymitis,N45.1
2904007: Male infertility,N46
237788002: Premature ovarian failure,N46.1
109869006: Phimosis clitoridis,N47.0
198006006: Tight foreskin,N47.1
266570005: Redundant prepuce and phimosis,N47.1
39526006: Redundant prepuce,N47.1
449826002: Phimosis,N47.1
4287008: Chordee,N47.5
46090001: Balanoposthitis,N47.6
308006: Pearly penile papules,N48.1
44882003: Balanitis,N48.1
198033005: Balanitis xerotica obliterans,N48.3
335977000: Penile swelling,N48.6
1051000119103: Acquired penile adhesion,N48.8
285375003: Pain in penis,N48.9
63901009: Pain in testicle,N50.9
282360001: Persistent testicular pain,N50.9
4754008: Gynecomastia,N62
89164003: Breast lump,N63
372281005: Hypertrophy of breast,N63.9
78622004: Galactorrhea not associated with childbirth,N64.3
53430007: Pain of breast,N64.4
24520005: Acute vaginitis,N76.0
289610003: Vaginal problem,N76.0
30800001: Vaginitis,N76.0
314630009: Abscess of labia,N76.0
4232007: Chronic vulvitis,N76.0
53277000: Vulvovaginitis,N76.0
63144007: Vulvitis,N76.0
289500003: Vulva problem,N76.0
62917007: Abnormal vaginal odor,N76.89
129103003: Endometriosis (clinical),N80
26681001: Endometriosis of pelvis,N80.1
252005008: Cystocele,N81.1
398022005: Vaginal wall prolapse,N81.6
13595002: Torsion of ovary,N83.0
"147351000119105: Torsion of ovary, ovarian pedicle and fallopian tube",N83.0
12238591000119108: Cyst of left ovary,N83.20
79883001: Cyst of ovary,N83.20
46946009: Torsion of fallopian tube,N83.6
5552004: Disorder of ovary,N83.8
271939006: Vaginal discharge,N89.7
24548005: Cyst of vagina,N89.8
289552002: White vaginal discharge,N89.8
248866005: Labial adhesions,N90.3
282025003: Labial cyst,N90.5
60098005: Cyst of vulva,N90.8
5089007: Disorder of vulva,N90.89
14302001: Amenorrhea,N91.0
156036003: Secondary amenorrhea,N91.1
84292000: Menstrual period late,N91.1
86030004: Secondary physiologic amenorrhea,N91.1
52073004: Oligomenorrhea,N91.4
161780009: H/O: amenorrhea,N92.0
161782001: H/O: menorrhagia,N92.0
198425001: Suppression of menstruation,N92.0
266601003: Excessive and frequent menstruation,N92.0
314631008: Menometrorrhagia,N92.0
34272008: Secondary oligomenorrhea,N92.0
56169002: Break-through bleeding,N92.0
80182007: Irregular periods,N92.0
248963003: Long menstrual cycle,N92.0
386692008: Menorrhagia,N92.2
237125007: Pubertal menorrhagia,N92.4
237130006: Bleeding between periods,N92.6
301822002: Abnormal vaginal bleeding,N92.6
364305003: Pattern of menstrual cycle,N92.6
386804004: Disorder of menstruation,N93.8
19155002: Dysfunctional uterine bleeding,N93.9
289530006: Vaginal bleeding,N93.9
162145001: Vulval pain,N94.1
237067000: Chronic pelvic pain of female,N94.1
46694006: Discomfort of vulva,N94.1
65754002: Primary dysmenorrhea,N94.1
71787009: Psychologic vaginismus,N94.2
38343000: Vaginal pain,N94.2
10885003: Premenstrual symptom,N94.3
596004: Premenstrual dysphoric disorder,N94.3
82639001: Premenstrual tension syndrome,N94.3
431416001: Menstrual cramp,N94.4
266599000: Dysmenorrhea,N94.6
284957001: Unable to manage menstrual hygiene,N94.6
4548: Dysmenorrhea,N94.6
289506009: Lesion of clitoris,N94.89
3843: In vitro fertilization,N97.0
3939: Preoperative renal failure requiring dialysis,N99.6
29738008: Proteinuria,N04.9:
4560: Pregnancy,O09.00
"3390: Advanced maternal age, multigravida",O09.21
"13763000: Gestation period, 34 weeks",O09.811
3383: Maternal hypertension,O13.9
"313179009: Gestation period, 24 weeks",O16.21
"4615: Maternal diabetes, pre-existing type 1",O24.01
"4621: Maternal diabetes, pre-existing type 2",O24.2
4608: Maternal diabetes,O24.3
"4616: Maternal diabetes, gestational, insulin dependent",O24.41
"4617: Maternal diabetes, gestational, non-insulin dependent",O24.410
"48688005: Gestation period, 26 weeks",O28.0
"4861: Twins, monochorionic, diamniotic",O30
64254006: Triplet pregnancy,O30.1
199354004: Breech presentation - delivered,O32.2
3360: Maternal disease affecting the fetus,O35.9
"90797000: Gestation period, 28 weeks",O36.8210
"64920003: Gestation period, 31 weeks",O36.890
4561: Polyhydramnios,O40.1
3379: Maternal viral disease (including HIV),O98.7
428571000124107: Maternal human immunodeficiency virus infection,O98.711
3384: Maternal obesity,O99.215
3370: Maternal drug use,O99.325
3365: Maternal illicit drug use,O99.35
3374: Maternal hypothyroidism,O99.53
3388: Pregnancy and peripartum risk factor,O99.8
46068001: Newborn,P00.1
7020: Fetal arrhythmia,P03.8
4076: Twin-twin transfusion syndrome,P04.1
205791004: Fetal or neonatal effect of maternal use of alcohol,P04.3
267258002: Small for gestational age fetus,P05.0
199612005: Small-for-dates baby,P05.1
3424: Intrauterine growth restriction,P05.10
22033007: Fetal growth restriction,P05.9
67645006: Disorder relating to short gestation AND/OR low birthweight,P05.9
395507008: Premature infant,P07.0
4074: Premature birth with birth weight < 1.5 kg,P07.0
710168009: Birth weight less than 500g,P07.0
"8620: Premature birth, < 26 weeks gestation",P07.0
276611006: Very low birth weight infant,P07.0
15887051000119108: Baby premature 25 weeks,P07.0
276610007: Low birth weight infant,P07.05
4075: Premature birth with birth weight 1.5 - 2.0 kg,P07.1
15635331000119107: Baby premature 34 weeks,P07.2
169851005: Baby extremely premature 28-32 weeks,P07.2
241000119108: Premature - gestation of 35-36 weeks,P07.2
276658003: Extreme prematurity of infant,P07.2
310661005: Premature infant 28-37 weeks,P07.2
367494004: Premature birth of newborn,P07.2
4071: Prematurity or history of prematurity (<37 weeks gestation),P07.2
"4072: Premature birth, <28 weeks gestation",P07.2
44247006: Prematurity of fetus,P07.2
771299009: Prematurity of infant,P07.2
"8621: Premature birth, > 26  and < 32 weeks gestation",P07.2
"8622: Premature birth, > 32  and < 37 weeks gestation",P07.2
15635291000119101: Baby premature 35 weeks,P07.2
12312009: Premature infancy,P07.2
15635371000119105: Baby premature 33 weeks,P07.2
15887011000119107: Baby premature 24 weeks,P07.21
4073: Premature birth > 28 weeks and < 37 weeks gestation,P07.3
310538001: Baby birth weight 2.0-2.5kg,P08.1
288276001: Fetal cerebral hemorrhage,P10.0
15715321000119108: Congenital bilateral internal tibial torsion,P21.5
281578009: Perinatal asphyxia,P21.9
46775006: Respiratory distress syndrome in the newborn,P22.0
4254: Transient tachypnea,P22.1
707540007: Acute respiratory distress in newborn,P22.9
206292002: Meconium aspiration syndrome,P24.0
4268: Meconium aspiration,P24.0
415297005: Retinopathy of prematurity,P27.1
4275: Bronchopulmonary dysplasia,P27.1
67569000: Bronchopulmonary dysplasia of newborn,P27.1
13094009: Apnea in the newborn,P28.3
276544005: Apnea of prematurity,P28.3
276545006: Obstructive apnea of newborn,P28.3
"4248: Apnea, newborn",P28.3
722914008: Central neonatal apnea,P28.3
735747007: Tracheo-bronchial malacia in neonate,P28.3
95611007: Neonatal hypoventilation,P28.3
431335002: Neonatal hypoxemia,P28.5
95619009: Neonatal respiratory failure,P28.5
722579002: Neonatal traumatic hemorrhage of trachea following procedure on lower respiratory tract,P28.8
1894: Neonatal hypertrophic cardiomyopathy associated with maternal diabetes,P29.0
2102: Premature closure of the ductus arteriosus,P29.0
"3398: Cyanosis,newborn",P29.0
3622: Abnormal neonatal saturation screen,P29.0
3396: Neonatal bradycardia,P29.12
95617006: Neonatal cyanosis,P29.12
233815004: Persistent pulmonary hypertension of the newborn,P29.3
4276: Persistent pulmonary hypertension of the newborn (persistent fetal circulation),P29.3
1731: Tricuspid regurgitation neonatal,P29.4
3610: Umbilical blood vessel abnormality,P29.89
59527008: Congenital cytomegalovirus infection,P35.1
91576008: Congenital herpes simplex,P35.2
206376005: Sepsis of the newborn,P36.5
73893000: Congenital toxoplasmosis,P37.0
200724002: Umbilical granuloma,P39.8
261808007: Neonatal cerebral hemorrhage,P52.0
276648002: Intraventricular hemorrhage of prematurity,P52.0
276650005: Perinatal subependymal hemorrhage,P52.2
"206397006: Intraventricular (nontraumatic) hemorrhage, grade 3, of fetus and newborn",P52.3
70611002: Perinatal intraventricular hemorrhage,P52.3
206419007: Cerebellar (nontraumatic) and posterior fossa hemorrhage of fetus and newborn,P52.4
276674008: Neonatal meningitis,P54.0
32858009: Hemolytic disease of fetus OR newborn due to ABO immunization,P55.1
50143004: Kernicterus of newborn,P57.0
276687002: Conjugated hyperbilirubinemia in infancy,P57.9
281610001: Neonatal hyperbilirubinemia,P57.9
3425: Hyperbilirubinemia,P57.9
433237003: Cholestasis in newborn,P57.9
281612009: Neonatal conjugated hyperbilirubinemia,P57.9
14783006: Hyperbilirubinemia,P58
281611002: Neonatal unconjugated hyperbilirubinemia,P59.9
"3446: Hyperbilirubinemia, neonatal",P59.9
4618: Infant of diabetic mother,P70.2
101071000119104: Neonatal screening abnormal,P70.3
52767006: Neonatal hypoglycemia,P70.4
59957008: Neonatal Graves' disease,P72.8
2707005: Necrotizing enterocolitis in fetus OR newborn,P77.9
397729009: Perinatal necrotizing enterocolitis,P77.9
4455: Necrotizing enterocolitis,P77.9
"4456: Necrotizing enterocolitis, medically managed",P77.9
95627000: Fever of the newborn,P81.9
3412: Hydrops fetalis,P83.2
82062003: Congenital hydrocele,P83.5
49706007: Neonatal acne,P83.8
87476004: Convulsions in the newborn,P90
230769007: Periventricular leukomalacia,P91.3
359634001: Infantile posthemorrhagic hydrocephalus,P91.3
371121002: Neonatal stroke,P91.3
126945001: Perinatal anoxic-ischemic brain injury,P91.6
95628005: Neonatal encephalopathy,P91.6
22925008: Neonatal disorder,P91.9
72552008: Feeding problems in newborn,P92.0
134251000119105: Failure to thrive in neonate,P92.6
276717003: Poor feeding of newborn,P92.6
762490009: Underweight in infancy,P92.6
4484: Feeding problems in newborn,P92.9
206588008: Congenital hypertonia,P94.1
51402000: Jittery newborn,P94.1
205294008: Neonatal hypotonia,P94.2
206572008: Neonatal withdrawal symptoms from maternal use of drugs of addiction,P96.1
414819007: Neonatal Abstinence Syndrome,P96.1
414819007: Neonatal abstinence syndrome,P96.1
253104000: Frontoethmoidal encephalocele,Q01.0
55999004: Encephalocele,Q01.0
1148757008: Microcephaly,Q02
431265009: Fetal microcephaly,Q02
271572004: Primary microcephaly,Q02.0
253130001: Secondary microcephaly,Q02.1
4310: Microcephaly,Q02.1
1829003: Microcephalus,Q02.9
14447001: Dandy-Walker syndrome,Q03.1
302882002: Hydrocephalus associated with congenital aqueduct stenosis,Q03.1
4337: Dandy-Walker malformation,Q03.1
766709000: Isolated cerebellar vermis hypoplasia,Q03.1
840471002: Hydrocephalus due to Dandy-Walker malformation,Q03.1
413808003: Cerebral ventriculomegaly,Q03.2
16026008: Congenital cerebellar hypoplasia,Q03.3
253174004: Aplasia of the vermis,Q03.9
47032000: Congenital hydrocephalus,Q03.9
204042007: Congenital malformation of corpus callosum,Q04.0
204043002: Hypoplasia of corpus callosum,Q04.0
253140003: Partial agenesis of corpus callosum,Q04.0
4321: Absence of the corpus callosum,Q04.0
5102002: Agenesis of corpus callosum,Q04.00
253143001: Absence of septum pellucidum,Q04.1
30915001: Holoprosencephaly sequence,Q04.1
699812002: Subependymal nodular heterotopia,Q04.1
253136007: Lobar holoprosencephaly,Q04.2
253203003: Hypoplasia of brain gyri,Q04.2
4338: Holoprosencephaly,Q04.2
23024003: Macrogyria,Q04.3
253159001: Schizencephaly,Q04.3
253170008: Hemimegalencephaly,Q04.3
30023002: Hydranencephaly,Q04.3
371313002: Congenital cerebellar cortical atrophy,Q04.3
4346: Periventricular Nodular Heterotopia,Q04.3
4884: Joubert syndrome,Q04.3
716997004: Joubert syndrome,Q04.3
716999001: Joubert syndrome with renal defect,Q04.3
721847002: Joubert syndrome with congenital hepatic fibrosis,Q04.3
7611002: Septo-optic dysplasia sequence,Q04.4
4323: Choroid plexus cyst,Q04.6
4945003: Microgyria,Q04.6
80651009: Aicardi's syndrome,Q04.6
204036008: Lissencephaly,Q04.8
253141004: Dysgenesis of corpus callosum,Q04.8
